id_student,final_result,avg_days_to_deadline,std_days_to_deadline,earliest_submission,latest_submission,avg_score,num_submissions,num_login_days,total_clicks,last_minute_ratio,engagement_intensity,deadline_pressure,login_consistency,early_starter,completion_rate,activity_span,high_risk
499891,Pass,2.8181818181818183,4.686537780028703,-2.0,14.0,73.63636363636364,11.0,57.0,1567.0,0.36363636363636365,27.49122807017544,2.8181818181818183,4.686537780028703,0,1.0,16.0,0
499931,Fail,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,,12.833333333333334,0.0,0.0,0,0.0,0.0,1
500507,Withdrawn,2.125,3.1367635732209265,-2.0,6.0,79.25,8.0,65.0,947.0,0.375,14.569230769230769,2.125,3.1367635732209265,0,1.0,8.0,1
500585,Withdrawn,1.3333333333333333,10.327955589886445,-18.0,12.0,51.333333333333336,6.0,45.0,426.0,0.16666666666666666,9.466666666666667,1.3333333333333333,10.327955589886445,1,1.0,30.0,1
500659,Withdrawn,2.6,3.1304951684997055,0.0,6.0,62.2,5.0,68.0,2376.0,0.6,34.94117647058823,2.6,3.1304951684997055,0,1.0,6.0,1
500719,Withdrawn,0.6666666666666666,4.618802153517007,-2.0,6.0,77.0,3.0,61.0,1107.0,0.0,18.147540983606557,0.6666666666666666,4.618802153517007,0,0.6,8.0,1
500791,Pass,2.6363636363636362,3.613107451286974,-1.0,10.0,80.72727272727273,11.0,73.0,775.0,0.45454545454545453,10.616438356164384,2.6363636363636362,3.613107451286974,0,1.0,11.0,0
500815,Pass,1.2727272727272727,3.1013193673309134,-2.0,6.0,82.72727272727273,11.0,226.0,6229.0,0.45454545454545453,27.561946902654867,1.2727272727272727,3.1013193673309134,0,1.0,8.0,0
500819,Pass,1.2,3.4896672875473067,-3.0,6.0,90.5,10.0,67.0,560.0,0.2,8.35820895522388,1.2,3.4896672875473067,0,1.0,9.0,0
500836,Fail,40.625,54.756441238842925,2.0,139.0,77.625,8.0,35.0,260.0,0.0,7.428571428571429,40.625,54.756441238842925,0,1.0,137.0,1
500958,Pass,2.4545454545454546,3.236159339823562,-1.0,8.0,89.9090909090909,11.0,115.0,1532.0,0.45454545454545453,13.321739130434782,2.4545454545454546,3.236159339823562,0,1.0,9.0,0
501008,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,9.0,105.0,,11.666666666666666,0.0,0.0,0,0.0,0.0,1
501432,Distinction,-1.4545454545454546,5.972665005902078,-11.0,6.0,92.0909090909091,11.0,229.0,11514.0,0.0,50.27947598253275,0.0,5.972665005902078,1,1.0,17.0,0
501550,Pass,1.2727272727272727,3.1965890912317487,-3.0,6.0,81.36363636363636,11.0,135.0,1934.0,0.36363636363636365,14.325925925925926,1.2727272727272727,3.1965890912317487,0,1.0,9.0,0
501879,Pass,1.4545454545454546,4.67682876239095,-10.0,6.0,90.45454545454545,11.0,94.0,1316.0,0.36363636363636365,14.0,1.4545454545454546,4.67682876239095,1,1.0,16.0,0
501955,Fail,3.6363636363636362,4.5447272145361435,-1.0,14.0,66.81818181818181,11.0,52.0,688.0,0.36363636363636365,13.23076923076923,3.6363636363636362,4.5447272145361435,0,1.0,15.0,1
502088,Fail,4.75,3.2015621187164243,0.0,7.0,78.5,4.0,8.0,93.0,0.25,11.625,4.75,3.2015621187164243,0,0.8,7.0,1
502131,Withdrawn,-1.0,0.0,-1.0,-1.0,77.0,1.0,17.0,320.0,1.0,18.823529411764707,0.0,0.0,0,0.2,0.0,1
502279,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
502441,Distinction,0.6363636363636364,3.854159500402838,-5.0,6.0,91.54545454545455,11.0,69.0,416.0,0.18181818181818182,6.028985507246377,0.6363636363636364,3.854159500402838,0,1.0,11.0,0
502604,Pass,1.9090909090909092,2.5477262590217755,0.0,6.0,72.36363636363636,11.0,44.0,328.0,0.5454545454545454,7.454545454545454,1.9090909090909092,2.5477262590217755,0,1.0,6.0,0
502694,Distinction,2.6363636363636362,4.365151252195673,-3.0,12.0,88.63636363636364,11.0,101.0,2352.0,0.18181818181818182,23.287128712871286,2.6363636363636362,4.365151252195673,0,1.0,15.0,0
502713,Fail,7.166666666666667,8.183316361150085,-1.0,20.0,70.16666666666667,6.0,25.0,200.0,0.3333333333333333,8.0,7.166666666666667,8.183316361150085,0,1.0,21.0,1
502717,Pass,7.222222222222222,9.337796551887626,-1.0,29.0,82.5,9.0,108.0,1941.0,0.2222222222222222,17.97222222222222,7.222222222222222,9.337796551887626,0,1.0,30.0,1
502872,Fail,1.3333333333333333,4.163331998932265,-2.0,6.0,87.66666666666667,3.0,8.0,75.0,0.3333333333333333,9.375,1.3333333333333333,4.163331998932265,0,0.6,8.0,1
503353,Withdrawn,-1.0,0.0,-1.0,-1.0,75.0,1.0,15.0,125.0,1.0,8.333333333333334,0.0,0.0,0,0.2,0.0,1
503390,Fail,3.6,2.716206504995115,-1.0,7.0,69.5,10.0,33.0,482.0,0.2,14.606060606060606,3.6,2.716206504995115,0,1.0,8.0,1
503491,Pass,2.272727272727273,4.29164092372391,-3.0,11.0,75.72727272727273,11.0,67.0,944.0,0.2727272727272727,14.08955223880597,2.272727272727273,4.29164092372391,0,1.0,14.0,0
503509,Distinction,1.7272727272727273,2.7236339361562187,-1.0,6.0,86.54545454545455,11.0,121.0,1489.0,0.5454545454545454,12.305785123966942,1.7272727272727273,2.7236339361562187,0,1.0,7.0,0
503878,Withdrawn,-45.5625,60.100991395039955,-167.0,6.0,84.75,16.0,76.0,695.0,0.1875,9.144736842105264,0.0,60.100991395039955,1,1.0,173.0,1
503878,Withdrawn,-45.5625,60.100991395039955,-167.0,6.0,84.75,16.0,76.0,695.0,0.1875,9.144736842105264,0.0,60.100991395039955,1,1.0,173.0,1
504014,Fail,6.0,0.0,6.0,6.0,77.5,2.0,17.0,2681.0,0.0,157.7058823529412,6.0,0.0,0,0.4,0.0,1
504021,Withdrawn,3.6,2.6076809620810595,0.0,6.0,68.8,5.0,7.0,92.0,0.2,13.142857142857142,3.6,2.6076809620810595,0,1.0,6.0,1
504028,Pass,2.0,3.4351128074635335,-2.0,7.0,81.9090909090909,11.0,89.0,1463.0,0.36363636363636365,16.43820224719101,2.0,3.4351128074635335,0,1.0,9.0,0
504102,Pass,2.4545454545454546,2.769968821616459,-1.0,6.0,53.27272727272727,11.0,61.0,861.0,0.45454545454545453,14.114754098360656,2.4545454545454546,2.769968821616459,0,1.0,7.0,0
504689,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,,9.4,0.0,0.0,0,0.0,0.0,1
504936,Pass,1.9,3.8715486421958967,-4.0,7.0,79.1,10.0,36.0,497.0,0.3,13.805555555555555,1.9,3.8715486421958967,0,1.0,11.0,0
505123,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
505376,Pass,2.4545454545454546,4.676828762390951,-3.0,12.0,84.27272727272727,11.0,49.0,639.0,0.09090909090909091,13.040816326530612,2.4545454545454546,4.676828762390951,0,1.0,15.0,0
505417,Withdrawn,4.25,1.707825127659933,2.0,6.0,71.75,4.0,12.0,99.0,0.0,8.25,4.25,1.707825127659933,0,0.8,4.0,1
505499,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
505592,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
505595,Withdrawn,-12.333333333333334,23.260839767013287,-55.0,6.0,46.166666666666664,6.0,35.0,454.0,0.16666666666666666,12.971428571428572,0.0,23.260839767013287,1,1.0,61.0,1
505595,Withdrawn,-12.333333333333334,23.260839767013287,-55.0,6.0,46.166666666666664,6.0,35.0,454.0,0.16666666666666666,12.971428571428572,0.0,23.260839767013287,1,1.0,61.0,1
505595,Withdrawn,-12.333333333333334,23.260839767013287,-55.0,6.0,46.166666666666664,6.0,35.0,454.0,0.16666666666666666,12.971428571428572,0.0,23.260839767013287,1,1.0,61.0,1
505606,Pass,1.7272727272727273,2.7236339361562187,-1.0,6.0,86.0,11.0,44.0,904.0,0.5454545454545454,20.545454545454547,1.7272727272727273,2.7236339361562187,0,1.0,7.0,0
505694,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
505871,Fail,-2.0,8.440971508067067,-21.0,6.0,67.33333333333333,9.0,53.0,892.0,0.4444444444444444,16.830188679245282,0.0,8.440971508067067,1,1.0,27.0,1
505871,Fail,-2.0,8.440971508067067,-21.0,6.0,67.33333333333333,9.0,53.0,892.0,0.4444444444444444,16.830188679245282,0.0,8.440971508067067,1,1.0,27.0,1
505959,Pass,4.0,4.153311931459037,-3.0,11.0,71.88888888888889,9.0,43.0,622.0,0.2222222222222222,14.465116279069768,4.0,4.153311931459037,0,1.0,14.0,1
505961,Distinction,5.363636363636363,5.937553827507204,-1.0,14.0,82.18181818181819,11.0,50.0,656.0,0.2727272727272727,13.12,5.363636363636363,5.937553827507204,0,1.0,15.0,1
506233,Pass,0.18181818181818182,4.935953440181173,-11.0,6.0,74.9090909090909,11.0,31.0,214.0,0.18181818181818182,6.903225806451613,0.18181818181818182,4.935953440181173,1,1.0,17.0,0
506360,Fail,2.888888888888889,3.3706247360261137,-1.0,8.0,75.44444444444444,9.0,15.0,214.0,0.4444444444444444,14.266666666666667,2.888888888888889,3.3706247360261137,0,1.0,9.0,1
506650,Withdrawn,-52.81818181818182,71.57788722359679,-195.0,14.0,78.9090909090909,22.0,33.0,323.0,0.18181818181818182,9.787878787878787,0.0,71.57788722359679,1,1.0,209.0,1
506650,Withdrawn,-52.81818181818182,71.57788722359679,-195.0,14.0,78.9090909090909,22.0,33.0,323.0,0.18181818181818182,9.787878787878787,0.0,71.57788722359679,1,1.0,209.0,1
506753,Pass,1.1818181818181819,3.3412028318610596,-4.0,6.0,86.63636363636364,11.0,109.0,1258.0,0.36363636363636365,11.541284403669724,1.1818181818181819,3.3412028318610596,0,1.0,10.0,0
507184,Withdrawn,0.0,0.0,0.0,0.0,75.0,1.0,7.0,53.0,1.0,7.571428571428571,0.0,0.0,0,0.2,0.0,1
507221,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
507303,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,,24.0,0.0,0.0,0,0.0,0.0,1
507320,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,,47.0,0.0,0.0,0,0.0,0.0,1
507359,Pass,3.4,2.8751811537130436,0.0,7.0,68.5,10.0,13.0,217.0,0.3,16.692307692307693,3.4,2.8751811537130436,0,1.0,7.0,1
507485,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
507685,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,1
507817,Fail,2.909090909090909,2.91391645228704,0.0,8.0,65.36363636363636,11.0,13.0,135.0,0.36363636363636365,10.384615384615385,2.909090909090909,2.91391645228704,0,1.0,8.0,1
507817,Fail,2.909090909090909,2.91391645228704,0.0,8.0,65.36363636363636,11.0,13.0,135.0,0.36363636363636365,10.384615384615385,2.909090909090909,2.91391645228704,0,1.0,8.0,1
508103,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
508452,Pass,1.8181818181818181,2.6388702816994174,-1.0,6.0,61.72727272727273,11.0,52.0,782.0,0.5454545454545454,15.038461538461538,1.8181818181818181,2.6388702816994174,0,1.0,7.0,0
508537,Pass,0.6363636363636364,3.7755192297941558,-4.0,6.0,95.27272727272727,11.0,166.0,2871.0,0.18181818181818182,17.295180722891565,0.6363636363636364,3.7755192297941558,0,1.0,10.0,0
508662,Pass,1.8,2.898275349237888,-1.0,6.0,89.1,10.0,206.0,7440.0,0.5,36.116504854368934,1.8,2.898275349237888,0,1.0,7.0,0
508668,Fail,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,1
509130,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
509226,Pass,-0.45454545454545453,5.768251665169202,-14.0,6.0,87.27272727272727,11.0,48.0,394.0,0.09090909090909091,8.208333333333334,0.0,5.768251665169202,1,1.0,20.0,0
509295,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
509334,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
509737,Fail,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,,2.0,0.0,0.0,0,0.0,0.0,1
509768,Distinction,0.45454545454545453,3.8823610435825353,-4.0,6.0,96.36363636363636,11.0,41.0,515.0,0.09090909090909091,12.560975609756097,0.45454545454545453,3.8823610435825353,0,1.0,10.0,0
509797,Fail,6.6,9.208691546577072,0.0,19.0,40.6,5.0,32.0,431.0,0.6,13.46875,6.6,9.208691546577072,0,1.0,19.0,1
509901,Fail,8.0,2.8284271247461903,6.0,10.0,65.5,2.0,13.0,172.0,0.0,13.23076923076923,8.0,2.8284271247461903,0,0.4,4.0,1
509926,Fail,3.5,3.854496446637726,-1.0,10.0,86.375,8.0,23.0,310.0,0.375,13.478260869565217,3.5,3.854496446637726,0,1.0,11.0,1
510141,Withdrawn,-13.666666666666666,25.555169079203267,-48.0,14.0,65.66666666666667,6.0,36.0,1378.0,0.16666666666666666,38.27777777777778,0.0,25.555169079203267,1,1.0,62.0,1
510141,Withdrawn,-13.666666666666666,25.555169079203267,-48.0,14.0,65.66666666666667,6.0,36.0,1378.0,0.16666666666666666,38.27777777777778,0.0,25.555169079203267,1,1.0,62.0,1
510492,Fail,3.3,3.198958163736021,0.0,8.0,59.3,10.0,20.0,267.0,0.4,13.35,3.3,3.198958163736021,0,1.0,8.0,1
510556,Pass,1.5,3.2744804507314167,-3.0,6.0,88.6,10.0,115.0,3503.0,0.3,30.46086956521739,1.5,3.2744804507314167,0,1.0,9.0,0
510756,Pass,1.2,3.32665998663324,-3.0,6.0,85.7,10.0,50.0,605.0,0.5,12.1,1.2,3.32665998663324,0,1.0,9.0,0
510845,Pass,4.333333333333333,4.527692569068709,0.0,14.0,69.44444444444444,9.0,54.0,583.0,0.3333333333333333,10.796296296296296,4.333333333333333,4.527692569068709,0,1.0,14.0,1
511050,Pass,-5.454545454545454,10.240738609725728,-23.0,6.0,86.72727272727273,11.0,17.0,273.0,0.0,16.058823529411764,0.0,10.240738609725728,1,1.0,29.0,0
511067,Pass,1.4444444444444444,3.358240279934981,-2.0,6.0,84.66666666666667,9.0,52.0,749.0,0.4444444444444444,14.403846153846153,1.4444444444444444,3.358240279934981,0,1.0,8.0,0
511306,Pass,-0.7272727272727273,5.866701101827314,-12.0,6.0,84.27272727272727,11.0,238.0,7591.0,0.18181818181818182,31.894957983193276,0.0,5.866701101827314,1,1.0,18.0,0
511459,Pass,1.9090909090909092,3.360194799547951,-3.0,6.0,74.0,11.0,29.0,488.0,0.36363636363636365,16.82758620689655,1.9090909090909092,3.360194799547951,0,1.0,9.0,0
511474,Fail,-1.0,0.0,-1.0,-1.0,80.0,1.0,20.0,518.0,1.0,25.9,0.0,0.0,0,0.2,0.0,1
511515,Fail,5.6,5.680375574437545,-1.0,16.0,41.3,10.0,90.0,2422.0,0.2,26.91111111111111,5.6,5.680375574437545,0,1.0,17.0,1
511524,Pass,0.8181818181818182,3.6005050150827955,-3.0,6.0,81.45454545454545,11.0,85.0,1880.0,0.18181818181818182,22.11764705882353,0.8181818181818182,3.6005050150827955,0,1.0,9.0,0
511527,Fail,10.714285714285714,17.604112073738964,-1.0,49.0,78.5,7.0,8.0,127.0,0.2857142857142857,15.875,10.714285714285714,17.604112073738964,0,1.0,50.0,1
511652,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
511693,Pass,0.45454545454545453,4.033946860424326,-6.0,6.0,78.27272727272727,11.0,22.0,303.0,0.18181818181818182,13.772727272727273,0.45454545454545453,4.033946860424326,0,1.0,12.0,0
512070,Fail,10.0,0.0,10.0,10.0,53.0,1.0,1.0,23.0,0.0,23.0,10.0,0.0,0,0.2,0.0,1
512180,Fail,1.5,5.259911279353167,-4.0,6.0,53.25,4.0,10.0,91.0,0.0,9.1,1.5,5.259911279353167,0,0.8,10.0,1
512242,Fail,1.7142857142857142,4.111540089159037,-4.0,6.0,90.42857142857143,7.0,27.0,384.0,0.14285714285714285,14.222222222222221,1.7142857142857142,4.111540089159037,0,1.0,10.0,1
512468,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
512805,Fail,4.75,4.193248541803042,-1.0,9.0,73.0,4.0,51.0,379.0,0.25,7.431372549019608,4.75,4.193248541803042,0,0.8,10.0,1
512883,Withdrawn,-10.5,22.950429674021837,-55.0,6.0,55.5,10.0,23.0,255.0,0.3,11.08695652173913,0.0,22.950429674021837,1,1.0,61.0,1
512883,Withdrawn,-10.5,22.950429674021837,-55.0,6.0,55.5,10.0,23.0,255.0,0.3,11.08695652173913,0.0,22.950429674021837,1,1.0,61.0,1
512911,Fail,16.6,28.823601440486232,1.0,68.0,77.6,5.0,22.0,257.0,0.2,11.681818181818182,16.6,28.823601440486232,0,1.0,67.0,1
512924,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
512929,Pass,2.8181818181818183,5.173358325462906,-5.0,15.0,88.72727272727273,11.0,118.0,1065.0,0.36363636363636365,9.025423728813559,2.8181818181818183,5.173358325462906,0,1.0,20.0,0
512995,Pass,5.3,3.9735234853828274,0.0,14.0,82.5,10.0,58.0,828.0,0.1,14.275862068965518,5.3,3.9735234853828274,0,1.0,14.0,1
513005,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
513016,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
513093,Pass,1.3636363636363635,4.985433326657318,-8.0,9.0,81.72727272727273,11.0,119.0,3332.0,0.2727272727272727,28.0,1.3636363636363635,4.985433326657318,1,1.0,17.0,0
513196,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
513210,Withdrawn,2.7,3.0203016773531455,-1.0,7.0,72.7,10.0,39.0,1160.0,0.4,29.743589743589745,2.7,3.0203016773531455,0,1.0,8.0,1
513315,Pass,-0.45454545454545453,4.782544016810224,-6.0,6.0,57.90909090909091,11.0,82.0,1621.0,0.0,19.76829268292683,0.0,4.782544016810224,0,1.0,12.0,0
513368,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
513733,Fail,1.6666666666666667,3.3541019662496847,-2.0,6.0,59.22222222222222,9.0,161.0,5669.0,0.2222222222222222,35.2111801242236,1.6666666666666667,3.3541019662496847,0,1.0,8.0,1
513757,Pass,4.090909090909091,3.4483197489370228,0.0,10.0,76.81818181818181,11.0,69.0,827.0,0.2727272727272727,11.985507246376812,4.090909090909091,3.4483197489370228,0,1.0,10.0,1
513881,Withdrawn,0.3333333333333333,6.244997998398398,-12.0,6.0,69.33333333333333,9.0,45.0,676.0,0.0,15.022222222222222,0.3333333333333333,6.244997998398398,1,1.0,18.0,1
514140,Pass,1.8181818181818181,3.4588489940493736,-3.0,6.0,71.54545454545455,11.0,171.0,2499.0,0.2727272727272727,14.614035087719298,1.8181818181818181,3.4588489940493736,0,1.0,9.0,0
514365,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,,28.5,0.0,0.0,0,0.0,0.0,1
514819,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
514951,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,,11.6,0.0,0.0,0,0.0,0.0,1
514981,Fail,2.2,2.6161889160464775,-1.0,6.0,69.9,10.0,69.0,1239.0,0.4,17.956521739130434,2.2,2.6161889160464775,0,1.0,7.0,1
514987,Pass,2.25,2.052872551885702,0.0,6.0,74.125,8.0,45.0,438.0,0.375,9.733333333333333,2.25,2.052872551885702,0,1.0,6.0,0
515035,Fail,21.333333333333332,19.295940851208403,6.0,43.0,56.333333333333336,3.0,3.0,33.0,0.0,11.0,21.333333333333332,19.295940851208403,0,0.6,37.0,1
515105,Fail,1.7272727272727273,3.7971281013657965,-4.0,7.0,78.63636363636364,11.0,86.0,1292.0,0.2727272727272727,15.023255813953488,1.7272727272727273,3.7971281013657965,0,1.0,11.0,1
515130,Fail,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,,7.833333333333333,0.0,0.0,0,0.0,0.0,1
515174,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
515311,Pass,3.272727272727273,4.606319769423505,0.0,15.0,79.36363636363636,11.0,65.0,666.0,0.45454545454545453,10.246153846153845,3.272727272727273,4.606319769423505,0,1.0,15.0,1
515474,Pass,9.875,9.538455999643908,-1.0,25.0,69.25,8.0,59.0,549.0,0.125,9.305084745762711,9.875,9.538455999643908,0,1.0,26.0,1
515497,Pass,9.75,10.525479290071036,-1.0,32.0,63.42857142857143,8.0,18.0,161.0,0.25,8.944444444444445,9.75,10.525479290071036,0,1.0,33.0,1
515959,Pass,1.6666666666666667,3.1622776601683795,-1.0,6.0,80.33333333333333,9.0,27.0,271.0,0.5555555555555556,10.037037037037036,1.6666666666666667,3.1622776601683795,0,1.0,7.0,0
516057,Pass,5.636363636363637,6.682405663722118,0.0,24.0,91.27272727272727,11.0,72.0,760.0,0.18181818181818182,10.555555555555555,5.636363636363637,6.682405663722118,0,1.0,24.0,1
516432,Pass,5.2,8.35064867739826,0.0,27.0,62.2,10.0,189.0,2431.0,0.4,12.862433862433862,5.2,8.35064867739826,0,1.0,27.0,1
516456,Pass,3.6,7.805980613179444,-10.0,20.0,80.4,10.0,30.0,211.0,0.1,7.033333333333333,3.6,7.805980613179444,1,1.0,30.0,1
516475,Pass,1.2857142857142858,2.984084768360628,-2.0,6.0,84.85714285714286,7.0,18.0,105.0,0.5714285714285714,5.833333333333333,1.2857142857142858,2.984084768360628,0,1.0,8.0,0
516495,Fail,1.4285714285714286,3.154739442867026,-1.0,6.0,72.28571428571429,7.0,58.0,477.0,0.7142857142857143,8.224137931034482,1.4285714285714286,3.154739442867026,0,1.0,7.0,1
516529,Distinction,-2.909090909090909,8.431542509583231,-22.0,6.0,90.36363636363636,11.0,25.0,261.0,0.0,10.44,0.0,8.431542509583231,1,1.0,28.0,0
516776,Fail,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,,10.0,0.0,0.0,0,0.0,0.0,1
516841,Pass,0.2727272727272727,4.734784241988416,-10.0,6.0,84.18181818181819,11.0,47.0,559.0,0.2727272727272727,11.893617021276595,0.2727272727272727,4.734784241988416,1,1.0,16.0,0
517043,Pass,1.5714285714285714,3.25868802112869,-2.0,6.0,73.14285714285714,7.0,9.0,136.0,0.42857142857142855,15.11111111111111,1.5714285714285714,3.25868802112869,0,1.0,8.0,0
517175,Fail,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,,5.5,0.0,0.0,0,0.0,0.0,1
517474,Pass,0.8,4.366539438350084,-8.0,6.0,79.5,10.0,99.0,947.0,0.2,9.565656565656566,0.8,4.366539438350084,1,1.0,14.0,0
517617,Pass,3.8181818181818183,2.7502066038093145,-1.0,7.0,86.63636363636364,11.0,46.0,636.0,0.18181818181818182,13.826086956521738,3.8181818181818183,2.7502066038093145,0,1.0,8.0,1
517701,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,,5.75,0.0,0.0,0,0.0,0.0,1
517778,Distinction,1.0,3.3763886032268267,-3.0,6.0,88.27272727272727,11.0,36.0,649.0,0.2727272727272727,18.02777777777778,1.0,3.3763886032268267,0,1.0,9.0,0
517853,Fail,-37.5,24.748737341529164,-55.0,-20.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,24.748737341529164,1,0.4,35.0,1
517890,Distinction,2.4545454545454546,3.327570776516598,-3.0,6.0,88.27272727272727,11.0,59.0,657.0,0.2727272727272727,11.135593220338983,2.4545454545454546,3.327570776516598,0,1.0,9.0,0
518189,Pass,2.4545454545454546,2.73362895666681,0.0,6.0,82.27272727272727,11.0,30.0,444.0,0.45454545454545453,14.8,2.4545454545454546,2.73362895666681,0,1.0,6.0,0
518469,Fail,2.0,3.0413812651491097,-2.0,6.0,84.66666666666667,9.0,44.0,943.0,0.3333333333333333,21.431818181818183,2.0,3.0413812651491097,0,1.0,8.0,1
518876,Pass,1.1818181818181819,3.1880458534400606,-2.0,6.0,75.36363636363636,11.0,30.0,513.0,0.36363636363636365,17.1,1.1818181818181819,3.1880458534400606,0,1.0,8.0,0
518879,Pass,-0.09090909090909091,4.437443981720681,-6.0,6.0,79.18181818181819,11.0,116.0,1798.0,0.0,15.5,0.0,4.437443981720681,0,1.0,12.0,0
518904,Fail,0.0,0.0,0.0,0.0,53.0,1.0,16.0,169.0,1.0,10.5625,0.0,0.0,0,0.2,0.0,1
518970,Pass,1.7777777777777777,3.1135902820449006,-2.0,6.0,77.55555555555556,9.0,21.0,431.0,0.4444444444444444,20.523809523809526,1.7777777777777777,3.1135902820449006,0,1.0,8.0,0
519012,Fail,11.333333333333334,15.695009822658072,-1.0,29.0,62.333333333333336,3.0,13.0,192.0,0.3333333333333333,14.76923076923077,11.333333333333334,15.695009822658072,0,0.6,30.0,1
519222,Pass,1.8,3.0110906108363245,-1.0,6.0,81.3,10.0,90.0,1868.0,0.5,20.755555555555556,1.8,3.0110906108363245,0,1.0,7.0,0
519387,Fail,3.2,2.7406406388125952,0.0,7.0,77.7,10.0,52.0,812.0,0.3,15.615384615384615,3.2,2.7406406388125952,0,1.0,7.0,1
519602,Pass,7.166666666666667,8.681397736923856,-4.0,20.0,74.33333333333333,6.0,27.0,203.0,0.16666666666666666,7.518518518518518,7.166666666666667,8.681397736923856,0,1.0,24.0,1
519647,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
519800,Pass,3.7777777777777777,4.6844897741850655,-1.0,14.0,84.55555555555556,9.0,125.0,4459.0,0.3333333333333333,35.672,3.7777777777777777,4.6844897741850655,0,1.0,15.0,1
520049,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
520230,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
520749,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,,13.0,0.0,0.0,0,0.0,0.0,1
520836,Pass,6.3,6.61731734835869,0.0,21.0,75.9,10.0,81.0,734.0,0.2,9.061728395061728,6.3,6.61731734835869,0,1.0,21.0,1
521069,Fail,0.0,0.0,0.0,0.0,0.0,0.0,8.0,152.0,,19.0,0.0,0.0,0,0.0,0.0,1
