id_student,final_result,avg_days_to_deadline,std_days_to_deadline,earliest_submission,latest_submission,avg_score,num_submissions,num_login_days,total_clicks
608472,Fail,2.0,0.0,2.0,2.0,33.333333333333336,3.0,63.0,1464.0
608504,Withdrawn,0.5555555555555556,1.130388330520878,-1.0,2.0,65.22222222222223,9.0,106.0,3665.0
608504,Withdrawn,0.5555555555555556,1.130388330520878,-1.0,2.0,65.22222222222223,9.0,106.0,3665.0
608549,Withdrawn,,,,,,,0.0,0.0
608577,Withdrawn,-52.3,64.25997544696422,-159.0,5.0,82.1,10.0,52.0,404.0
608577,Withdrawn,-52.3,64.25997544696422,-159.0,5.0,82.1,10.0,52.0,404.0
608643,Withdrawn,-2.0,8.366600265340756,-18.0,7.0,66.0,6.0,166.0,1182.0
608643,Withdrawn,-2.0,8.366600265340756,-18.0,7.0,66.0,6.0,166.0,1182.0
608735,Pass,2.0,0.0,2.0,2.0,64.0,4.0,45.0,711.0
608750,Withdrawn,,,,,,,6.0,23.0
608753,Fail,-23.210526315789473,59.49843970630978,-199.0,6.0,74.6,20.0,113.0,2760.0
608753,Fail,-23.210526315789473,59.49843970630978,-199.0,6.0,74.6,20.0,113.0,2760.0
608904,Distinction,1.0,1.1952286093343936,-1.0,2.0,97.11111111111111,9.0,102.0,2049.0
608923,Withdrawn,-1.8571428571428572,8.029706749078105,-19.0,7.0,49.0,7.0,81.0,751.0
608923,Withdrawn,-1.8571428571428572,8.029706749078105,-19.0,7.0,49.0,7.0,81.0,751.0
609025,Withdrawn,-0.3333333333333333,0.5163977794943222,-1.0,0.0,93.5,6.0,96.0,1661.0
609025,Withdrawn,-0.3333333333333333,0.5163977794943222,-1.0,0.0,93.5,6.0,96.0,1661.0
609045,Pass,0.6666666666666666,1.0327955589886446,0.0,2.0,83.14285714285714,7.0,47.0,578.0
609192,Withdrawn,0.3333333333333333,1.3662601021279464,-1.0,2.0,69.66666666666667,6.0,73.0,1210.0
609192,Withdrawn,0.3333333333333333,1.3662601021279464,-1.0,2.0,69.66666666666667,6.0,73.0,1210.0
609229,Distinction,-58.75,79.42349844512742,-233.0,2.0,92.80952380952381,21.0,282.0,17482.0
609229,Distinction,-58.75,79.42349844512742,-233.0,2.0,92.80952380952381,21.0,282.0,17482.0
609241,Withdrawn,,,,,,,1.0,7.0
609241,Withdrawn,,,,,,,1.0,7.0
609383,Withdrawn,0.2,1.0954451150103321,-1.0,2.0,86.8,5.0,79.0,1619.0
609383,Withdrawn,0.2,1.0954451150103321,-1.0,2.0,86.8,5.0,79.0,1619.0
609450,Withdrawn,4.0,6.733003292241386,0.0,14.0,54.0,4.0,23.0,530.0
609450,Withdrawn,4.0,6.733003292241386,0.0,14.0,54.0,4.0,23.0,530.0
609489,Withdrawn,0.5,2.1213203435596424,-1.0,2.0,28.0,2.0,13.0,369.0
609515,Pass,1.5,1.4142135623730951,0.0,4.0,80.55555555555556,9.0,81.0,926.0
609602,Distinction,2.0,0.0,2.0,2.0,97.6,5.0,77.0,2233.0
609605,Withdrawn,0.375,2.065879266282796,-2.0,3.0,69.0,8.0,64.0,1326.0
609605,Withdrawn,0.375,2.065879266282796,-2.0,3.0,69.0,8.0,64.0,1326.0
609605,Withdrawn,0.375,2.065879266282796,-2.0,3.0,69.0,8.0,64.0,1326.0
609605,Withdrawn,0.375,2.065879266282796,-2.0,3.0,69.0,8.0,64.0,1326.0
609645,Fail,3.0,5.493798156268411,-1.0,15.0,51.76923076923077,13.0,161.0,3368.0
609645,Fail,3.0,5.493798156268411,-1.0,15.0,51.76923076923077,13.0,161.0,3368.0
609828,Withdrawn,,,,,,,0.0,0.0
610099,Pass,-38.888888888888886,57.17248298314073,-184.0,2.0,77.15789473684211,19.0,179.0,5125.0
610099,Pass,-38.888888888888886,57.17248298314073,-184.0,2.0,77.15789473684211,19.0,179.0,5125.0
610158,Withdrawn,9.75,7.675719293112969,0.0,18.0,70.75,4.0,56.0,985.0
610158,Withdrawn,9.75,7.675719293112969,0.0,18.0,70.75,4.0,56.0,985.0
610234,Withdrawn,-1.5,4.27466107109409,-9.0,5.0,90.15384615384616,13.0,206.0,6184.0
610234,Withdrawn,-1.5,4.27466107109409,-9.0,5.0,90.15384615384616,13.0,206.0,6184.0
610234,Withdrawn,-1.5,4.27466107109409,-9.0,5.0,90.15384615384616,13.0,206.0,6184.0
610287,Withdrawn,-41.95454545454545,60.58325815628579,-167.0,7.0,77.30434782608695,23.0,101.0,2309.0
610287,Withdrawn,-41.95454545454545,60.58325815628579,-167.0,7.0,77.30434782608695,23.0,101.0,2309.0
610287,Withdrawn,-41.95454545454545,60.58325815628579,-167.0,7.0,77.30434782608695,23.0,101.0,2309.0
610287,Withdrawn,-41.95454545454545,60.58325815628579,-167.0,7.0,77.30434782608695,23.0,101.0,2309.0
610391,Fail,2.0,0.0,2.0,2.0,91.33333333333333,3.0,88.0,2155.0
610575,Pass,1.4545454545454546,2.46429041972071,-1.0,7.0,76.75,12.0,163.0,4979.0
610575,Pass,1.4545454545454546,2.46429041972071,-1.0,7.0,76.75,12.0,163.0,4979.0
610577,Fail,-70.6,97.69749229125587,-184.0,2.0,76.6,5.0,57.0,2599.0
610577,Fail,-70.6,97.69749229125587,-184.0,2.0,76.6,5.0,57.0,2599.0
610718,Fail,,,,,,,2.0,18.0
610718,Fail,,,,,,,2.0,18.0
610831,Withdrawn,2.0,,2.0,2.0,80.0,1.0,18.0,186.0
610831,Withdrawn,2.0,,2.0,2.0,80.0,1.0,18.0,186.0
611062,Fail,0.4,0.894427190999916,0.0,2.0,79.4,5.0,60.0,1548.0
611062,Fail,0.4,0.894427190999916,0.0,2.0,79.4,5.0,60.0,1548.0
611176,Distinction,2.0,0.0,2.0,2.0,86.6,5.0,54.0,681.0
611260,Pass,2.5714285714285716,2.29906813420444,-1.0,6.0,69.375,8.0,59.0,1341.0
611402,Pass,5.363636363636363,8.16422350591564,0.0,22.0,60.166666666666664,12.0,137.0,3100.0
611402,Pass,5.363636363636363,8.16422350591564,0.0,22.0,60.166666666666664,12.0,137.0,3100.0
611750,Withdrawn,,,,,,,0.0,0.0
611865,Withdrawn,0.25,0.5,0.0,1.0,47.0,4.0,12.0,160.0
611865,Withdrawn,0.25,0.5,0.0,1.0,47.0,4.0,12.0,160.0
611865,Withdrawn,0.25,0.5,0.0,1.0,47.0,4.0,12.0,160.0
612023,Fail,1.3333333333333333,1.7511900715418263,-1.0,4.0,49.166666666666664,6.0,46.0,1274.0
612023,Fail,1.3333333333333333,1.7511900715418263,-1.0,4.0,49.166666666666664,6.0,46.0,1274.0
612119,Pass,3.375,2.615202805574687,0.0,7.0,81.44444444444444,9.0,54.0,1276.0
612124,Withdrawn,,,,,,,0.0,0.0
612124,Withdrawn,,,,,,,0.0,0.0
612287,Withdrawn,2.0,,2.0,2.0,20.0,1.0,4.0,210.0
612287,Withdrawn,2.0,,2.0,2.0,20.0,1.0,4.0,210.0
612381,Withdrawn,2.0,,2.0,2.0,84.0,1.0,30.0,576.0
612397,Withdrawn,8.0,12.165525060596439,0.0,22.0,63.666666666666664,3.0,29.0,669.0
612397,Withdrawn,8.0,12.165525060596439,0.0,22.0,63.666666666666664,3.0,29.0,669.0
612644,Pass,0.09090909090909091,1.3751033019046572,-2.0,2.0,79.83333333333333,12.0,62.0,1390.0
612644,Pass,0.09090909090909091,1.3751033019046572,-2.0,2.0,79.83333333333333,12.0,62.0,1390.0
612673,Fail,1.3333333333333333,1.1547005383792517,0.0,2.0,64.66666666666667,3.0,7.0,433.0
612673,Fail,1.3333333333333333,1.1547005383792517,0.0,2.0,64.66666666666667,3.0,7.0,433.0
612805,Withdrawn,,,,,,,0.0,0.0
612805,Withdrawn,,,,,,,0.0,0.0
612814,Distinction,-8.875,17.373522547666774,-49.0,2.0,97.66666666666667,9.0,128.0,2198.0
612822,Withdrawn,-0.5,0.7071067811865476,-1.0,0.0,47.5,2.0,36.0,356.0
612822,Withdrawn,-0.5,0.7071067811865476,-1.0,0.0,47.5,2.0,36.0,356.0
612860,Withdrawn,1.25,2.3145502494313788,-1.0,5.0,78.0,9.0,46.0,745.0
612860,Withdrawn,1.25,2.3145502494313788,-1.0,5.0,78.0,9.0,46.0,745.0
612882,Fail,1.0,1.1547005383792515,0.0,2.0,85.5,4.0,18.0,503.0
612882,Fail,1.0,1.1547005383792515,0.0,2.0,85.5,4.0,18.0,503.0
613116,Fail,,,,,,,2.0,82.0
613116,Fail,,,,,,,2.0,82.0
613120,Withdrawn,,,,,,,0.0,0.0
613120,Withdrawn,,,,,,,0.0,0.0
613133,Distinction,2.1666666666666665,2.6571800956288345,-1.0,7.0,93.23076923076923,13.0,154.0,4411.0
613133,Distinction,2.1666666666666665,2.6571800956288345,-1.0,7.0,93.23076923076923,13.0,154.0,4411.0
613280,Withdrawn,,,,,,,2.0,2.0
613310,Fail,3.4,4.33589667773576,0.0,11.0,95.4,5.0,33.0,366.0
613387,Fail,,,,,,,5.0,98.0
613387,Fail,,,,,,,5.0,98.0
613390,Withdrawn,,,,,,,0.0,0.0
613417,Fail,,,,,,,6.0,155.0
613417,Fail,,,,,,,6.0,155.0
613441,Withdrawn,2.0,,2.0,2.0,20.0,1.0,5.0,141.0
613447,Withdrawn,-105.75,118.08577391032334,-208.0,-1.0,79.75,4.0,11.0,376.0
613447,Withdrawn,-105.75,118.08577391032334,-208.0,-1.0,79.75,4.0,11.0,376.0
613461,Fail,-0.05,1.4317821063276355,-2.0,3.0,72.80952380952381,21.0,108.0,2567.0
613461,Fail,-0.05,1.4317821063276355,-2.0,3.0,72.80952380952381,21.0,108.0,2567.0
613501,Pass,-1.3333333333333333,3.3541019662496847,-7.0,2.0,70.0,10.0,106.0,3307.0
613501,Pass,-1.3333333333333333,3.3541019662496847,-7.0,2.0,70.0,10.0,106.0,3307.0
613873,Withdrawn,,,,,,,0.0,0.0
614059,Pass,-20.894736842105264,60.698613142533176,-193.0,3.0,76.1,20.0,142.0,2964.0
614059,Pass,-20.894736842105264,60.698613142533176,-193.0,3.0,76.1,20.0,142.0,2964.0
614059,Pass,-20.894736842105264,60.698613142533176,-193.0,3.0,76.1,20.0,142.0,2964.0
614263,Fail,2.0,,2.0,2.0,70.0,1.0,7.0,99.0
614265,Withdrawn,-0.35714285714285715,3.2958515383186424,-7.0,5.0,76.2,15.0,147.0,2697.0
614265,Withdrawn,-0.35714285714285715,3.2958515383186424,-7.0,5.0,76.2,15.0,147.0,2697.0
614265,Withdrawn,-0.35714285714285715,3.2958515383186424,-7.0,5.0,76.2,15.0,147.0,2697.0
614345,Withdrawn,2.0,,2.0,2.0,0.0,1.0,3.0,215.0
614477,Fail,2.0,2.32992949004287,-1.0,7.0,59.111111111111114,9.0,88.0,2177.0
614733,Withdrawn,-23.9,60.56484128601346,-196.0,0.0,49.5,10.0,41.0,934.0
614733,Withdrawn,-23.9,60.56484128601346,-196.0,0.0,49.5,10.0,41.0,934.0
614804,Withdrawn,2.2777777777777777,3.3220396915777965,-7.0,8.0,68.47368421052632,19.0,114.0,2290.0
614804,Withdrawn,2.2777777777777777,3.3220396915777965,-7.0,8.0,68.47368421052632,19.0,114.0,2290.0
614804,Withdrawn,2.2777777777777777,3.3220396915777965,-7.0,8.0,68.47368421052632,19.0,114.0,2290.0
614844,Distinction,2.0,0.0,2.0,2.0,93.4,5.0,121.0,3274.0
614952,Withdrawn,4.5,3.5355339059327378,2.0,7.0,20.0,2.0,21.0,497.0
614952,Withdrawn,4.5,3.5355339059327378,2.0,7.0,20.0,2.0,21.0,497.0
615031,Pass,2.0,0.0,2.0,2.0,83.2,5.0,66.0,987.0
615229,Pass,0.7272727272727273,2.4531982835029496,-1.0,7.0,77.58333333333333,12.0,167.0,7200.0
615229,Pass,0.7272727272727273,2.4531982835029496,-1.0,7.0,77.58333333333333,12.0,167.0,7200.0
615246,Fail,2.0,,2.0,2.0,30.0,1.0,16.0,168.0
615249,Pass,4.0,5.0,-1.0,14.0,65.375,8.0,47.0,777.0
615321,Withdrawn,2.0,,2.0,2.0,20.0,1.0,5.0,72.0
615407,Fail,,,,,,,10.0,36.0
615437,Pass,2.0,0.0,2.0,2.0,81.8,5.0,133.0,3729.0
616333,Fail,,,,,,,0.0,0.0
616334,Fail,-0.6666666666666666,3.204163957519444,-5.0,5.0,44.833333333333336,6.0,67.0,688.0
616334,Fail,-0.6666666666666666,3.204163957519444,-5.0,5.0,44.833333333333336,6.0,67.0,688.0
616407,Withdrawn,-36.785714285714285,54.372191098347,-167.0,7.0,92.28571428571429,14.0,96.0,2658.0
616407,Withdrawn,-36.785714285714285,54.372191098347,-167.0,7.0,92.28571428571429,14.0,96.0,2658.0
616407,Withdrawn,-36.785714285714285,54.372191098347,-167.0,7.0,92.28571428571429,14.0,96.0,2658.0
616407,Withdrawn,-36.785714285714285,54.372191098347,-167.0,7.0,92.28571428571429,14.0,96.0,2658.0
616439,Withdrawn,0.75,2.050498830661811,-2.0,5.0,48.0,12.0,79.0,2561.0
616439,Withdrawn,0.75,2.050498830661811,-2.0,5.0,48.0,12.0,79.0,2561.0
616439,Withdrawn,0.75,2.050498830661811,-2.0,5.0,48.0,12.0,79.0,2561.0
616831,Pass,3.6,4.695151163109069,0.0,15.0,71.36363636363636,11.0,102.0,2062.0
616831,Pass,3.6,4.695151163109069,0.0,15.0,71.36363636363636,11.0,102.0,2062.0
617186,Fail,,,,,,,3.0,22.0
617186,Fail,,,,,,,3.0,22.0
617307,Withdrawn,,,,,,,0.0,0.0
617307,Withdrawn,,,,,,,0.0,0.0
617331,Fail,2.0,,2.0,2.0,60.0,1.0,9.0,233.0
617331,Fail,2.0,,2.0,2.0,60.0,1.0,9.0,233.0
617348,Pass,0.875,1.246423454758225,-1.0,2.0,85.0,9.0,113.0,2212.0
617355,Pass,0.6666666666666666,0.9847319278346618,0.0,2.0,83.6923076923077,13.0,214.0,9188.0
617355,Pass,0.6666666666666666,0.9847319278346618,0.0,2.0,83.6923076923077,13.0,214.0,9188.0
617365,Pass,1.0909090909090908,3.207944683268259,-3.0,7.0,91.83333333333333,12.0,101.0,3711.0
617365,Pass,1.0909090909090908,3.207944683268259,-3.0,7.0,91.83333333333333,12.0,101.0,3711.0
617416,Pass,1.0,1.1952286093343936,-1.0,2.0,56.77777777777778,9.0,84.0,928.0
617781,Pass,2.4285714285714284,3.9557997482622462,-5.0,11.0,56.0,15.0,100.0,1448.0
617781,Pass,2.4285714285714284,3.9557997482622462,-5.0,11.0,56.0,15.0,100.0,1448.0
617898,Withdrawn,,,,,,,5.0,83.0
617898,Withdrawn,,,,,,,5.0,83.0
617925,Withdrawn,,,,,,,6.0,225.0
617942,Withdrawn,2.0,0.0,2.0,2.0,55.0,2.0,43.0,740.0
618002,Fail,2.0,,2.0,2.0,50.0,1.0,14.0,298.0
618078,Withdrawn,5.25,11.176612486199325,-1.0,22.0,51.75,4.0,17.0,225.0
618078,Withdrawn,5.25,11.176612486199325,-1.0,22.0,51.75,4.0,17.0,225.0
618096,Distinction,2.0,0.0,2.0,2.0,92.4,5.0,73.0,1215.0
618129,Pass,3.625,4.718883039751795,0.0,14.0,70.66666666666667,9.0,105.0,1439.0
618171,Withdrawn,5.666666666666667,9.60902353693305,-3.0,16.0,73.0,3.0,44.0,637.0
618171,Withdrawn,5.666666666666667,9.60902353693305,-3.0,16.0,73.0,3.0,44.0,637.0
618279,Withdrawn,3.6666666666666665,10.598742063723098,-6.0,15.0,38.0,3.0,21.0,615.0
618279,Withdrawn,3.6666666666666665,10.598742063723098,-6.0,15.0,38.0,3.0,21.0,615.0
618514,Withdrawn,,,,,,,0.0,0.0
618514,Withdrawn,,,,,,,0.0,0.0
618571,Pass,-0.9166666666666666,2.6097137890209456,-6.0,2.0,71.38461538461539,13.0,142.0,4077.0
618571,Pass,-0.9166666666666666,2.6097137890209456,-6.0,2.0,71.38461538461539,13.0,142.0,4077.0
618590,Withdrawn,-1.8,4.246006527146588,-16.0,3.0,75.93333333333334,15.0,51.0,1222.0
618590,Withdrawn,-1.8,4.246006527146588,-16.0,3.0,75.93333333333334,15.0,51.0,1222.0
618590,Withdrawn,-1.8,4.246006527146588,-16.0,3.0,75.93333333333334,15.0,51.0,1222.0
618606,Withdrawn,2.4,4.098780306383839,-1.0,9.0,56.8,5.0,131.0,5769.0
618606,Withdrawn,2.4,4.098780306383839,-1.0,9.0,56.8,5.0,131.0,5769.0
618619,Withdrawn,-1.0,,-1.0,-1.0,87.0,1.0,10.0,444.0
618619,Withdrawn,-1.0,,-1.0,-1.0,87.0,1.0,10.0,444.0
618649,Withdrawn,-0.9333333333333333,3.6344908597386527,-8.0,5.0,76.1875,16.0,140.0,1608.0
618649,Withdrawn,-0.9333333333333333,3.6344908597386527,-8.0,5.0,76.1875,16.0,140.0,1608.0
618649,Withdrawn,-0.9333333333333333,3.6344908597386527,-8.0,5.0,76.1875,16.0,140.0,1608.0
618665,Fail,0.7333333333333333,2.016597794967223,-1.0,7.0,59.2,15.0,48.0,2951.0
618665,Fail,0.7333333333333333,2.016597794967223,-1.0,7.0,59.2,15.0,48.0,2951.0
618679,Withdrawn,1.2,1.0954451150103321,0.0,2.0,73.0,5.0,29.0,1143.0
618744,Withdrawn,-149.66666666666666,125.28500841414879,-222.0,-5.0,98.0,3.0,64.0,4145.0
618744,Withdrawn,-149.66666666666666,125.28500841414879,-222.0,-5.0,98.0,3.0,64.0,4145.0
618824,Pass,0.3333333333333333,3.4200832880164915,-4.0,9.0,88.3076923076923,13.0,170.0,2883.0
618824,Pass,0.3333333333333333,3.4200832880164915,-4.0,9.0,88.3076923076923,13.0,170.0,2883.0
618861,Withdrawn,2.0,,2.0,2.0,80.0,1.0,24.0,964.0
619006,Withdrawn,5.666666666666667,3.214550253664318,2.0,8.0,26.0,3.0,19.0,540.0
619006,Withdrawn,5.666666666666667,3.214550253664318,2.0,8.0,26.0,3.0,19.0,540.0
619014,Pass,0.5,1.6499158227686108,-2.0,3.0,77.0909090909091,11.0,68.0,2000.0
619014,Pass,0.5,1.6499158227686108,-2.0,3.0,77.0909090909091,11.0,68.0,2000.0
619303,Pass,-2.75,11.448643088655903,-31.0,2.0,83.22222222222223,9.0,128.0,1532.0
619447,Distinction,2.0,0.0,2.0,2.0,99.6,5.0,75.0,2844.0
619524,Withdrawn,,,,,,,0.0,0.0
619870,Distinction,2.0,0.0,2.0,2.0,96.6,5.0,108.0,2272.0
620148,Fail,2.0,0.0,2.0,2.0,55.0,2.0,48.0,810.0
620215,Withdrawn,3.6,5.029910535983717,-2.0,11.0,57.0,5.0,107.0,2097.0
620215,Withdrawn,3.6,5.029910535983717,-2.0,11.0,57.0,5.0,107.0,2097.0
620243,Withdrawn,0.2727272727272727,2.1489955370316194,-5.0,3.0,67.33333333333333,12.0,39.0,385.0
620243,Withdrawn,0.2727272727272727,2.1489955370316194,-5.0,3.0,67.33333333333333,12.0,39.0,385.0
620243,Withdrawn,0.2727272727272727,2.1489955370316194,-5.0,3.0,67.33333333333333,12.0,39.0,385.0
620266,Fail,0.5,2.1213203435596424,-1.0,2.0,18.0,2.0,13.0,254.0
620320,Withdrawn,-133.0,114.84337159801605,-210.0,-1.0,65.66666666666667,3.0,35.0,1132.0
620320,Withdrawn,-133.0,114.84337159801605,-210.0,-1.0,65.66666666666667,3.0,35.0,1132.0
620356,Withdrawn,,,,,,,1.0,10.0
620356,Withdrawn,,,,,,,1.0,10.0
620368,Distinction,-0.25,3.1052950170405937,-7.0,2.0,95.11111111111111,9.0,99.0,1993.0
620369,Withdrawn,-47.8,75.496671240665,-215.0,2.0,71.6,20.0,118.0,5830.0
620369,Withdrawn,-47.8,75.496671240665,-215.0,2.0,71.6,20.0,118.0,5830.0
620369,Withdrawn,-47.8,75.496671240665,-215.0,2.0,71.6,20.0,118.0,5830.0
620376,Withdrawn,,,,,,,3.0,10.0
620376,Withdrawn,,,,,,,3.0,10.0
620440,Fail,,,,,,,4.0,6.0
620485,Withdrawn,2.0,0.0,2.0,2.0,62.0,2.0,21.0,492.0
620646,Fail,0.0,1.851640199545103,-3.0,2.0,75.88888888888889,9.0,51.0,1410.0
620646,Fail,0.0,1.851640199545103,-3.0,2.0,75.88888888888889,9.0,51.0,1410.0
620713,Withdrawn,,,,,,,0.0,0.0
620713,Withdrawn,,,,,,,0.0,0.0
620876,Fail,-0.5,2.0736441353327724,-3.0,2.0,65.5,6.0,34.0,1568.0
620876,Fail,-0.5,2.0736441353327724,-3.0,2.0,65.5,6.0,34.0,1568.0
620897,Withdrawn,1.875,0.9910312089651149,0.0,3.0,92.75,8.0,65.0,1563.0
620897,Withdrawn,1.875,0.9910312089651149,0.0,3.0,92.75,8.0,65.0,1563.0
620918,Withdrawn,2.0,,2.0,2.0,20.0,1.0,5.0,104.0
620918,Withdrawn,2.0,,2.0,2.0,20.0,1.0,5.0,104.0
620935,Withdrawn,,,,,,,2.0,6.0
620974,Withdrawn,5.111111111111111,5.510091751605513,0.0,14.0,52.22222222222222,9.0,39.0,1680.0
620974,Withdrawn,5.111111111111111,5.510091751605513,0.0,14.0,52.22222222222222,9.0,39.0,1680.0
620977,Withdrawn,0.8,1.0954451150103321,0.0,2.0,65.4,5.0,39.0,866.0
620977,Withdrawn,0.8,1.0954451150103321,0.0,2.0,65.4,5.0,39.0,866.0
621300,Withdrawn,0.5333333333333333,2.8250579429371676,-5.0,6.0,68.8125,16.0,127.0,1323.0
621300,Withdrawn,0.5333333333333333,2.8250579429371676,-5.0,6.0,68.8125,16.0,127.0,1323.0
621300,Withdrawn,0.5333333333333333,2.8250579429371676,-5.0,6.0,68.8125,16.0,127.0,1323.0
621401,Fail,,,,,,,6.0,64.0
621401,Fail,,,,,,,6.0,64.0
621619,Withdrawn,,,,,,,2.0,11.0
621619,Withdrawn,,,,,,,2.0,11.0
621655,Withdrawn,-0.8,1.6431676725154984,-2.0,2.0,65.8,5.0,83.0,1422.0
621655,Withdrawn,-0.8,1.6431676725154984,-2.0,2.0,65.8,5.0,83.0,1422.0
621656,Pass,0.75,1.3887301496588274,-1.0,2.0,75.44444444444444,9.0,85.0,2567.0
621696,Withdrawn,-38.9,62.10593666004122,-199.0,5.0,74.23809523809524,21.0,234.0,14687.0
621696,Withdrawn,-38.9,62.10593666004122,-199.0,5.0,74.23809523809524,21.0,234.0,14687.0
621696,Withdrawn,-38.9,62.10593666004122,-199.0,5.0,74.23809523809524,21.0,234.0,14687.0
621807,Withdrawn,2.0,,2.0,2.0,20.0,1.0,13.0,289.0
622015,Withdrawn,-0.25,2.217355782608345,-2.0,3.0,77.25,4.0,51.0,1025.0
622015,Withdrawn,-0.25,2.217355782608345,-2.0,3.0,77.25,4.0,51.0,1025.0
622015,Withdrawn,-0.25,2.217355782608345,-2.0,3.0,77.25,4.0,51.0,1025.0
622130,Withdrawn,-94.25,117.13916225299434,-210.0,14.0,68.25,4.0,18.0,804.0
622130,Withdrawn,-94.25,117.13916225299434,-210.0,14.0,68.25,4.0,18.0,804.0
622215,Fail,0.7272727272727273,3.101319367330914,-7.0,5.0,43.18181818181818,11.0,47.0,921.0
622215,Fail,0.7272727272727273,3.101319367330914,-7.0,5.0,43.18181818181818,11.0,47.0,921.0
622302,Distinction,-0.625,3.814914340921881,-8.0,2.0,90.11111111111111,9.0,72.0,2841.0
622368,Pass,2.4545454545454546,3.531674853766591,0.0,11.0,68.58333333333333,12.0,114.0,3150.0
622368,Pass,2.4545454545454546,3.531674853766591,0.0,11.0,68.58333333333333,12.0,114.0,3150.0
622386,Fail,2.0,0.0,2.0,2.0,76.25,4.0,132.0,3852.0
622398,Withdrawn,,,,,,,3.0,34.0
622398,Withdrawn,,,,,,,3.0,34.0
622430,Withdrawn,-1.1666666666666667,2.1248885888797826,-5.0,2.0,63.0,12.0,110.0,2865.0
622430,Withdrawn,-1.1666666666666667,2.1248885888797826,-5.0,2.0,63.0,12.0,110.0,2865.0
622652,Distinction,0.625,1.5979898086569353,-2.0,2.0,98.0,9.0,150.0,3289.0
622753,Fail,2.0,,2.0,2.0,50.0,1.0,30.0,186.0
622773,Pass,1.625,2.9730936268953445,-1.0,8.0,84.11111111111111,9.0,127.0,3778.0
622787,Fail,-4.0,8.962886439832502,-20.0,2.0,85.125,8.0,116.0,2239.0
622804,Withdrawn,2.0,,2.0,2.0,40.0,1.0,8.0,94.0
622897,Withdrawn,,,,,,,3.0,159.0
622897,Withdrawn,,,,,,,3.0,159.0
622948,Withdrawn,0.3333333333333333,3.774917217635375,-7.0,7.0,79.22222222222223,9.0,59.0,1529.0
622948,Withdrawn,0.3333333333333333,3.774917217635375,-7.0,7.0,79.22222222222223,9.0,59.0,1529.0
623052,Pass,-4.916666666666667,8.468748252823257,-24.0,2.0,94.61538461538461,13.0,228.0,8143.0
623052,Pass,-4.916666666666667,8.468748252823257,-24.0,2.0,94.61538461538461,13.0,228.0,8143.0
623190,Withdrawn,-3.8333333333333335,2.8577380332470415,-9.0,-1.0,87.14285714285714,7.0,49.0,462.0
623190,Withdrawn,-3.8333333333333335,2.8577380332470415,-9.0,-1.0,87.14285714285714,7.0,49.0,462.0
623250,Pass,2.5,4.100997661323622,0.0,12.0,71.84615384615384,13.0,98.0,4104.0
623250,Pass,2.5,4.100997661323622,0.0,12.0,71.84615384615384,13.0,98.0,4104.0
623290,Pass,1.25,0.8864052604279183,0.0,2.0,58.666666666666664,9.0,33.0,847.0
623347,Distinction,-2.0,4.884377427793932,-12.0,2.0,91.4375,16.0,86.0,1452.0
623347,Distinction,-2.0,4.884377427793932,-12.0,2.0,91.4375,16.0,86.0,1452.0
623421,Pass,1.4444444444444444,3.503966006938106,-2.0,10.0,74.1,10.0,56.0,1141.0
623421,Pass,1.4444444444444444,3.503966006938106,-2.0,10.0,74.1,10.0,56.0,1141.0
623456,Fail,-103.0,148.49242404917499,-208.0,2.0,83.0,2.0,33.0,581.0
623456,Fail,-103.0,148.49242404917499,-208.0,2.0,83.0,2.0,33.0,581.0
623511,Withdrawn,2.0,3.0,-3.0,5.0,96.16666666666667,6.0,61.0,1070.0
623511,Withdrawn,2.0,3.0,-3.0,5.0,96.16666666666667,6.0,61.0,1070.0
623562,Pass,-1.4166666666666667,3.2321772378645472,-8.0,2.0,78.84615384615384,13.0,49.0,1653.0
623562,Pass,-1.4166666666666667,3.2321772378645472,-8.0,2.0,78.84615384615384,13.0,49.0,1653.0
623605,Fail,0.5,1.6431676725154984,-1.0,2.0,57.666666666666664,6.0,37.0,934.0
623609,Fail,0.5,2.1213203435596424,-1.0,2.0,27.0,2.0,19.0,514.0
623609,Fail,0.5,2.1213203435596424,-1.0,2.0,27.0,2.0,19.0,514.0
623619,Withdrawn,,,,,,,0.0,0.0
623667,Pass,-1.6666666666666667,3.2566947363946483,-7.0,2.0,78.84615384615384,13.0,92.0,2293.0
623667,Pass,-1.6666666666666667,3.2566947363946483,-7.0,2.0,78.84615384615384,13.0,92.0,2293.0
623707,Withdrawn,0.5,2.1213203435596424,-1.0,2.0,83.0,2.0,18.0,874.0
623732,Pass,-3.625,8.501050355271232,-23.0,2.0,92.22222222222223,9.0,173.0,5723.0
623738,Withdrawn,3.5,7.681145747868608,-1.0,15.0,84.75,4.0,117.0,2871.0
623738,Withdrawn,3.5,7.681145747868608,-1.0,15.0,84.75,4.0,117.0,2871.0
623780,Fail,-1.0,3.366501646120693,-7.0,2.0,82.28571428571429,7.0,91.0,2168.0
623780,Fail,-1.0,3.366501646120693,-7.0,2.0,82.28571428571429,7.0,91.0,2168.0
623786,Withdrawn,0.0,0.0,0.0,0.0,57.0,2.0,5.0,36.0
623786,Withdrawn,0.0,0.0,0.0,0.0,57.0,2.0,5.0,36.0
623797,Pass,4.333333333333333,7.035623639735145,-3.0,21.0,62.4,10.0,165.0,7392.0
